合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
T1806,14:18:39.500,93.62,21583,93.775,93.615,9,93.62,5,46318,2.02125e+10
T1806,14:18:40.500,93.62,21583,93.775,93.615,9,93.62,5,46318,2.02125e+10
T1806,14:18:41.0,93.62,21583,93.775,93.615,9,93.62,6,46318,2.02125e+10
T1806,14:18:42.0,93.62,21583,93.775,93.615,9,93.62,6,46318,2.02125e+10
T1806,14:18:42.500,93.62,21583,93.775,93.615,9,93.62,7,46318,2.02125e+10
T1806,14:18:43.0,93.62,21583,93.775,93.615,9,93.62,7,46318,2.02125e+10
T1806,14:18:43.500,93.62,21583,93.775,93.615,9,93.62,7,46318,2.02125e+10
T1806,14:18:46.500,93.62,21583,93.775,93.615,9,93.62,6,46318,2.02125e+10
T1806,14:18:47.0,93.62,21583,93.775,93.615,9,93.62,6,46318,2.02125e+10
T1806,14:18:47.500,93.62,21583,93.775,93.615,9,93.62,6,46318,2.02125e+10
T1806,14:18:48.500,93.62,21583,93.775,93.615,9,93.62,6,46318,2.02125e+10
T1806,14:18:49.0,93.62,21583,93.775,93.615,9,93.62,6,46318,2.02125e+10
T1806,14:18:51.500,93.62,21584,93.775,93.615,9,93.62,5,46318,2.02135e+10
T1806,14:18:52.0,93.62,21584,93.775,93.615,9,93.62,5,46318,2.02135e+10
T1806,14:18:52.500,93.62,21584,93.775,93.615,9,93.62,6,46318,2.02135e+10
T1806,14:18:53.0,93.62,21584,93.775,93.615,9,93.62,6,46318,2.02135e+10
T1806,14:18:54.0,93.62,21584,93.775,93.615,9,93.62,6,46318,2.02135e+10
T1806,14:18:55.0,93.62,21584,93.775,93.615,9,93.62,6,46318,2.02135e+10
T1806,14:18:56.0,93.62,21584,93.775,93.615,9,93.62,6,46318,2.02135e+10
T1806,14:18:57.0,93.62,21584,93.775,93.615,9,93.62,6,46318,2.02135e+10
T1806,14:18:57.500,93.62,21584,93.775,93.615,9,93.62,7,46318,2.02135e+10
T1806,14:19:00.0,93.62,21584,93.775,93.615,9,93.62,7,46318,2.02135e+10
T1806,14:19:00.500,93.62,21584,93.775,93.615,10,93.62,7,46318,2.02135e+10
T1806,14:19:01.0,93.615,21585,93.775,93.615,9,93.62,7,46317,2.02144e+10
T1806,14:19:01.500,93.615,21585,93.775,93.615,9,93.62,6,46317,2.02144e+10
T1806,14:19:03.0,93.615,21585,93.775,93.615,9,93.62,6,46317,2.02144e+10
T1806,14:19:03.500,93.615,21585,93.775,93.615,9,93.62,6,46317,2.02144e+10
T1806,14:19:04.0,93.615,21585,93.775,93.615,9,93.62,6,46317,2.02144e+10
T1806,14:19:04.500,93.615,21585,93.775,93.615,9,93.62,6,46317,2.02144e+10
T1806,14:19:06.500,93.62,21588,93.775,93.615,9,93.62,3,46314,2.02172e+10
T1806,14:19:07.500,93.62,21588,93.775,93.615,9,93.62,4,46314,2.02172e+10
T1806,14:19:08.500,93.615,21589,93.775,93.615,8,93.62,5,46313,2.02181e+10
T1806,14:19:09.0,93.615,21589,93.775,93.615,8,93.62,7,46313,2.02181e+10
T1806,14:19:09.500,93.615,21590,93.775,93.615,7,93.62,7,46313,2.02191e+10
T1806,14:19:10.0,93.615,21590,93.775,93.615,8,93.62,7,46313,2.02191e+10
T1806,14:19:10.500,93.615,21590,93.775,93.615,8,93.62,8,46313,2.02191e+10
T1806,14:19:11.0,93.615,21590,93.775,93.615,8,93.62,9,46313,2.02191e+10
T1806,14:19:11.500,93.615,21590,93.775,93.615,8,93.62,9,46313,2.02191e+10
T1806,14:19:12.0,93.615,21590,93.775,93.615,10,93.62,9,46313,2.02191e+10
T1806,14:19:12.500,93.615,21590,93.775,93.615,10,93.62,10,46313,2.02191e+10
T1806,14:19:14.0,93.615,21590,93.775,93.615,10,93.62,10,46313,2.02191e+10
T1806,14:19:14.500,93.615,21590,93.775,93.615,10,93.62,9,46313,2.02191e+10
T1806,14:19:15.0,93.615,21590,93.775,93.615,10,93.62,9,46313,2.02191e+10
T1806,14:19:16.500,93.615,21590,93.775,93.615,10,93.62,10,46313,2.02191e+10
T1806,14:19:17.500,93.615,21590,93.775,93.615,10,93.62,10,46313,2.02191e+10
T1806,14:19:21.0,93.615,21590,93.775,93.615,10,93.62,10,46313,2.02191e+10
T1806,14:19:22.0,93.615,21590,93.775,93.615,10,93.62,11,46313,2.02191e+10
T1806,14:19:23.0,93.615,21591,93.775,93.615,9,93.62,11,46314,2.022e+10
T1806,14:19:23.500,93.615,21591,93.775,93.615,9,93.62,11,46314,2.022e+10
T1806,14:19:24.0,93.615,21591,93.775,93.615,9,93.62,12,46314,2.022e+10
T1806,14:19:24.500,93.615,21600,93.775,93.61,25,93.615,21,46318,2.02284e+10
T1806,14:19:25.0,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:27.0,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:27.500,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:29.0,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:31.500,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:33.500,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:36.500,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:38.500,93.615,21600,93.775,93.61,23,93.615,21,46318,2.02284e+10
T1806,14:19:40.500,93.615,21610,93.775,93.61,23,93.615,11,46328,2.02378e+10
T1806,14:19:41.0,93.615,21620,93.775,93.61,23,93.615,1,46338,2.02472e+10
T1806,14:19:41.500,93.615,21623,93.775,93.615,6,93.62,8,46339,2.025e+10
T1806,14:19:42.0,93.615,21624,93.775,93.615,5,93.62,8,46338,2.02509e+10
T1806,14:19:42.500,93.615,21624,93.775,93.615,5,93.62,9,46338,2.02509e+10
T1806,14:19:43.500,93.615,21625,93.775,93.615,4,93.62,9,46337,2.02518e+10
T1806,14:19:44.500,93.615,21625,93.775,93.615,4,93.62,9,46337,2.02518e+10
T1806,14:19:45.0,93.615,21625,93.775,93.615,4,93.62,9,46337,2.02518e+10
T1806,14:19:46.0,93.615,21625,93.775,93.615,4,93.62,10,46337,2.02518e+10
T1806,14:19:47.0,93.615,21625,93.775,93.615,4,93.62,9,46337,2.02518e+10
T1806,14:19:47.500,93.615,21625,93.775,93.615,5,93.62,9,46337,2.02518e+10
T1806,14:19:51.0,93.615,21625,93.775,93.615,5,93.62,9,46337,2.02518e+10
T1806,14:19:51.500,93.615,21625,93.775,93.615,4,93.62,9,46337,2.02518e+10
T1806,14:19:58.500,93.615,21625,93.775,93.615,4,93.62,10,46337,2.02518e+10
T1806,14:20:00.500,93.615,21625,93.775,93.615,4,93.62,11,46337,2.02518e+10
T1806,14:20:01.0,93.615,21626,93.775,93.615,3,93.62,11,46337,2.02528e+10
T1806,14:20:01.500,93.62,21627,93.775,93.615,3,93.62,10,46337,2.02537e+10
T1806,14:20:02.0,93.62,21627,93.775,93.615,4,93.62,10,46337,2.02537e+10
T1806,14:20:02.500,93.62,21627,93.775,93.615,3,93.62,10,46337,2.02537e+10
T1806,14:20:03.500,93.62,21627,93.775,93.615,5,93.62,10,46337,2.02537e+10
T1806,14:20:05.0,93.62,21627,93.775,93.615,5,93.62,10,46337,2.02537e+10
T1806,14:20:05.500,93.62,21627,93.775,93.615,5,93.62,10,46337,2.02537e+10
T1806,14:20:08.0,93.62,21627,93.775,93.615,5,93.62,10,46337,2.02537e+10
T1806,14:20:10.0,93.62,21627,93.775,93.615,5,93.62,10,46337,2.02537e+10
T1806,14:20:10.500,93.62,21627,93.775,93.615,5,93.62,10,46337,2.02537e+10
T1806,14:20:11.500,93.62,21627,93.775,93.615,5,93.62,9,46337,2.02537e+10
T1806,14:20:13.0,93.615,21632,93.775,93.61,24,93.615,5,46339,2.02584e+10
T1806,14:20:13.500,93.615,21633,93.775,93.61,24,93.615,4,46340,2.02593e+10
T1806,14:20:19.500,93.615,21633,93.775,93.61,24,93.62,9,46340,2.02593e+10
T1806,14:20:20.0,93.615,21633,93.775,93.61,24,93.62,9,46340,2.02593e+10
T1806,14:20:21.500,93.615,21633,93.775,93.61,24,93.62,9,46340,2.02593e+10
T1806,14:20:22.500,93.615,21633,93.775,93.61,24,93.62,9,46340,2.02593e+10
T1806,14:20:25.0,93.615,21633,93.775,93.61,24,93.62,9,46340,2.02593e+10
T1806,14:20:25.500,93.615,21633,93.775,93.61,24,93.62,9,46340,2.02593e+10
T1806,14:20:27.0,93.615,21633,93.775,93.61,24,93.62,9,46340,2.02593e+10
T1806,14:20:29.500,93.615,21633,93.775,93.615,10,93.62,9,46340,2.02593e+10
T1806,14:20:30.0,93.615,21633,93.775,93.615,10,93.62,7,46340,2.02593e+10
T1806,14:20:30.500,93.615,21633,93.775,93.615,10,93.62,8,46340,2.02593e+10
T1806,14:20:31.500,93.615,21633,93.775,93.615,10,93.62,8,46340,2.02593e+10
T1806,14:20:43.0,93.615,21635,93.775,93.615,8,93.62,8,46340,2.02612e+10
T1806,14:20:46.500,93.615,21635,93.775,93.615,8,93.62,10,46340,2.02612e+10
T1806,14:20:49.0,93.615,21635,93.775,93.615,8,93.62,10,46340,2.02612e+10
T1806,14:20:51.500,93.615,21635,93.775,93.615,8,93.62,11,46340,2.02612e+10
T1806,14:20:56.0,93.615,21635,93.775,93.615,8,93.62,12,46340,2.02612e+10
T1806,14:21:00.500,93.615,21635,93.775,93.615,8,93.62,12,46340,2.02612e+10
T1806,14:21:01.500,93.615,21636,93.775,93.615,7,93.62,12,46341,2.02621e+10
T1806,14:21:04.500,93.615,21643,93.775,93.61,24,93.615,13,46348,2.02687e+10
T1806,14:21:06.0,93.615,21643,93.775,93.61,24,93.615,13,46348,2.02687e+10
T1806,14:21:06.500,93.615,21644,93.775,93.61,24,93.615,13,46349,2.02696e+10
T1806,14:21:10.0,93.615,21644,93.775,93.61,24,93.615,12,46349,2.02696e+10
T1806,14:21:10.500,93.615,21644,93.775,93.61,24,93.615,13,46349,2.02696e+10
T1806,14:21:12.0,93.615,21644,93.775,93.61,24,93.615,13,46349,2.02696e+10
T1806,14:21:13.500,93.615,21654,93.775,93.61,24,93.615,3,46359,2.0279e+10
T1806,14:21:14.0,93.615,21657,93.775,93.615,2,93.62,13,46358,2.02818e+10
T1806,14:21:16.500,93.615,21658,93.775,93.615,2,93.62,13,46358,2.02827e+10
T1806,14:21:17.0,93.615,21659,93.775,93.615,1,93.62,13,46357,2.02837e+10
T1806,14:21:17.500,93.615,21659,93.775,93.615,1,93.62,14,46357,2.02837e+10
T1806,14:21:19.500,93.615,21659,93.775,93.615,1,93.62,14,46357,2.02837e+10
T1806,14:21:22.0,93.615,21660,93.775,93.61,24,93.615,1,46357,2.02846e+10
T1806,14:21:24.500,93.615,21660,93.775,93.61,24,93.615,3,46357,2.02846e+10
T1806,14:21:25.0,93.615,21660,93.775,93.61,24,93.615,4,46357,2.02846e+10
T1806,14:21:29.0,93.615,21660,93.775,93.61,24,93.615,4,46357,2.02846e+10
T1806,14:21:30.0,93.615,21660,93.775,93.61,44,93.615,4,46357,2.02846e+10
T1806,14:21:30.500,93.615,21664,93.775,93.615,2,93.62,14,46358,2.02884e+10
T1806,14:21:31.0,93.615,21664,93.775,93.615,4,93.62,14,46358,2.02884e+10
T1806,14:21:31.500,93.615,21664,93.775,93.615,10,93.62,14,46358,2.02884e+10
T1806,14:21:33.0,93.615,21664,93.775,93.615,13,93.62,14,46358,2.02884e+10
T1806,14:21:35.0,93.615,21664,93.775,93.615,11,93.62,14,46358,2.02884e+10
T1806,14:21:38.0,93.615,21665,93.775,93.615,10,93.62,14,46357,2.02893e+10
T1806,14:21:38.500,93.615,21665,93.775,93.615,4,93.62,14,46357,2.02893e+10
T1806,14:21:40.500,93.62,21666,93.775,93.615,7,93.62,13,46357,2.02902e+10
T1806,14:21:41.0,93.62,21666,93.775,93.615,10,93.62,13,46357,2.02902e+10
T1806,14:21:43.0,93.62,21667,93.775,93.615,10,93.62,12,46357,2.02912e+10
T1806,14:21:44.500,93.62,21667,93.775,93.615,10,93.62,13,46357,2.02912e+10
T1806,14:21:46.0,93.62,21667,93.775,93.615,10,93.62,13,46357,2.02912e+10
T1806,14:21:47.0,93.62,21667,93.775,93.615,10,93.62,14,46357,2.02912e+10
T1806,14:21:47.500,93.62,21667,93.775,93.615,7,93.62,14,46357,2.02912e+10
T1806,14:21:48.500,93.62,21667,93.775,93.615,10,93.62,14,46357,2.02912e+10
T1806,14:21:49.0,93.62,21670,93.775,93.615,10,93.62,11,46356,2.0294e+10
T1806,14:21:52.0,93.62,21673,93.775,93.615,10,93.62,8,46355,2.02968e+10
T1806,14:21:52.500,93.62,21673,93.775,93.615,14,93.62,8,46355,2.02968e+10
T1806,14:21:53.500,93.62,21681,93.775,93.62,4,93.625,19,46357,2.03043e+10
T1806,14:21:54.500,93.62,21681,93.775,93.62,4,93.625,19,46357,2.03043e+10
T1806,14:21:55.0,93.62,21681,93.775,93.62,4,93.625,19,46357,2.03043e+10
T1806,14:21:56.0,93.62,21681,93.775,93.62,4,93.625,19,46357,2.03043e+10
T1806,14:21:57.0,93.62,21685,93.775,93.615,10,93.62,16,46361,2.0308e+10
T1806,14:21:57.500,93.62,21689,93.775,93.615,12,93.62,12,46361,2.03118e+10
T1806,14:21:58.0,93.62,21689,93.775,93.615,12,93.62,12,46361,2.03118e+10
T1806,14:22:02.0,93.62,21689,93.775,93.615,12,93.62,13,46361,2.03118e+10
T1806,14:22:07.500,93.62,21689,93.775,93.615,11,93.62,14,46361,2.03118e+10
T1806,14:22:09.500,93.62,21689,93.775,93.615,11,93.62,2,46361,2.03118e+10
T1806,14:22:10.0,93.62,21689,93.775,93.615,16,93.62,3,46361,2.03118e+10
T1806,14:22:12.0,93.62,21692,93.775,93.615,21,93.625,19,46360,2.03146e+10
T1806,14:22:12.500,93.62,21692,93.775,93.615,21,93.625,19,46360,2.03146e+10
T1806,14:22:14.0,93.62,21692,93.775,93.62,30,93.625,19,46360,2.03146e+10
T1806,14:22:15.0,93.62,21692,93.775,93.62,32,93.625,19,46360,2.03146e+10
T1806,14:22:16.0,93.62,21692,93.775,93.62,32,93.625,19,46360,2.03146e+10
T1806,14:22:18.0,93.62,21692,93.775,93.62,33,93.625,19,46360,2.03146e+10
T1806,14:22:20.500,93.62,21702,93.775,93.62,23,93.625,19,46350,2.03239e+10
T1806,14:22:22.500,93.62,21725,93.775,93.615,20,93.62,7,46351,2.03455e+10
T1806,14:22:23.0,93.62,21725,93.775,93.615,19,93.62,7,46351,2.03455e+10
T1806,14:22:24.0,93.615,21730,93.775,93.615,14,93.62,8,46354,2.03501e+10
T1806,14:22:24.500,93.62,21731,93.775,93.615,8,93.62,7,46354,2.03511e+10
T1806,14:22:26.500,93.62,21731,93.775,93.615,1,93.62,7,46354,2.03511e+10
T1806,14:22:27.0,93.62,21731,93.775,93.615,2,93.62,7,46354,2.03511e+10
T1806,14:22:27.500,93.62,21731,93.775,93.615,3,93.62,7,46354,2.03511e+10
T1806,14:22:28.0,93.62,21732,93.775,93.615,9,93.62,6,46355,2.0352e+10
T1806,14:22:28.500,93.62,21732,93.775,93.615,10,93.62,6,46355,2.0352e+10
T1806,14:22:29.500,93.62,21732,93.775,93.615,12,93.62,6,46355,2.0352e+10
T1806,14:22:31.0,93.62,21732,93.775,93.615,12,93.62,6,46355,2.0352e+10
T1806,14:22:33.500,93.62,21738,93.775,93.62,4,93.625,19,46355,2.03576e+10
T1806,14:22:35.500,93.62,21738,93.775,93.62,5,93.625,19,46355,2.03576e+10
T1806,14:22:37.0,93.62,21738,93.775,93.62,15,93.625,19,46355,2.03576e+10
T1806,14:22:38.500,93.62,21738,93.775,93.62,16,93.625,19,46355,2.03576e+10
T1806,14:22:39.0,93.62,21738,93.775,93.62,17,93.625,19,46355,2.03576e+10
T1806,14:22:43.500,93.62,21740,93.775,93.62,15,93.625,19,46353,2.03595e+10
T1806,14:22:48.500,93.63,21790,93.775,93.62,15,93.63,2,46388,2.04063e+10
T1806,14:22:49.0,93.635,21842,93.775,93.625,18,93.635,2,46413,2.0455e+10
T1806,14:22:49.500,93.65,21929,93.775,93.65,17,93.655,28,46475,2.05365e+10
T1806,14:22:50.0,93.655,21969,93.775,93.65,4,93.655,8,46482,2.05739e+10
T1806,14:22:50.500,93.655,21976,93.775,93.65,2,93.655,3,46480,2.05805e+10
T1806,14:22:51.0,93.655,21977,93.775,93.65,5,93.655,4,46479,2.05814e+10
T1806,14:22:51.500,93.655,21982,93.775,93.65,5,93.66,30,46475,2.05861e+10
T1806,14:22:52.0,93.655,21982,93.775,93.65,8,93.655,3,46475,2.05861e+10
T1806,14:22:52.500,93.65,21983,93.775,93.65,7,93.655,2,46475,2.05871e+10
T1806,14:22:53.0,93.65,21990,93.775,93.645,1,93.65,24,46479,2.05936e+10
T1806,14:22:53.500,93.645,21991,93.775,93.64,7,93.645,1,46479,2.05945e+10
T1806,14:22:54.0,93.64,21994,93.775,93.64,5,93.645,14,46479,2.05974e+10
T1806,14:22:54.500,93.645,21998,93.775,93.64,3,93.645,13,46476,2.06011e+10
T1806,14:22:55.0,93.645,22000,93.775,93.64,2,93.645,12,46476,2.0603e+10
T1806,14:22:55.500,93.645,22000,93.775,93.64,3,93.645,12,46476,2.0603e+10
T1806,14:22:56.0,93.64,22003,93.775,93.635,63,93.64,7,46475,2.06058e+10
T1806,14:22:56.500,93.64,22003,93.775,93.635,63,93.64,8,46475,2.06058e+10
T1806,14:22:57.0,93.64,22003,93.775,93.635,65,93.64,8,46475,2.06058e+10
T1806,14:22:57.500,93.64,22003,93.775,93.635,65,93.64,9,46475,2.06058e+10
T1806,14:22:58.0,93.64,22003,93.775,93.635,66,93.64,9,46475,2.06058e+10
T1806,14:22:58.500,93.64,22003,93.775,93.635,66,93.64,10,46475,2.06058e+10
T1806,14:22:59.0,93.64,22009,93.775,93.635,74,93.64,4,46474,2.06114e+10
T1806,14:22:59.500,93.645,22015,93.775,93.64,7,93.645,10,46475,2.0617e+10
T1806,14:23:00.0,93.645,22016,93.775,93.64,17,93.645,10,46474,2.0618e+10
T1806,14:23:00.500,93.645,22018,93.775,93.64,20,93.645,8,46473,2.06198e+10
T1806,14:23:01.0,93.645,22018,93.775,93.64,21,93.645,8,46473,2.06198e+10
T1806,14:23:01.500,93.645,22018,93.775,93.64,30,93.645,8,46473,2.06198e+10
T1806,14:23:02.0,93.645,22021,93.775,93.64,26,93.645,5,46473,2.06226e+10
T1806,14:23:02.500,93.645,22027,93.775,93.645,2,93.65,30,46475,2.06283e+10
T1806,14:23:03.0,93.645,22028,93.775,93.645,4,93.65,31,46474,2.06292e+10
T1806,14:23:03.500,93.645,22028,93.775,93.645,6,93.65,31,46474,2.06292e+10
T1806,14:23:04.0,93.65,22030,93.775,93.645,5,93.65,30,46473,2.06311e+10
T1806,14:23:04.500,93.65,22030,93.775,93.645,6,93.65,30,46473,2.06311e+10
T1806,14:23:05.0,93.65,22030,93.775,93.645,11,93.65,30,46473,2.06311e+10
T1806,14:23:05.500,93.65,22090,93.775,93.65,15,93.655,3,46513,2.06873e+10
T1806,14:23:06.0,93.655,22103,93.775,93.655,4,93.66,25,46519,2.06994e+10
T1806,14:23:06.500,93.66,22107,93.775,93.655,8,93.66,22,46522,2.07032e+10
T1806,14:23:07.0,93.66,22127,93.775,93.655,9,93.66,2,46516,2.07219e+10
T1806,14:23:07.500,93.66,22129,93.775,93.66,31,93.665,20,46516,2.07238e+10
T1806,14:23:08.0,93.66,22152,93.775,93.66,6,93.665,2,46534,2.07453e+10
T1806,14:23:08.500,93.665,22154,93.775,93.66,15,93.665,2,46535,2.07472e+10
T1806,14:23:09.0,93.67,22165,93.775,93.665,1,93.67,9,46534,2.07575e+10
T1806,14:23:09.500,93.665,22171,93.775,93.66,13,93.665,2,46534,2.07631e+10
T1806,14:23:10.0,93.665,22171,93.775,93.66,14,93.665,5,46534,2.07631e+10
T1806,14:23:10.500,93.665,22175,93.775,93.66,13,93.665,4,46533,2.07669e+10
T1806,14:23:11.0,93.66,22196,93.775,93.655,13,93.665,6,46542,2.07865e+10
T1806,14:23:11.500,93.68,22238,93.775,93.665,20,93.68,17,46540,2.08259e+10
T1806,14:23:12.0,93.68,22248,93.775,93.67,3,93.68,20,46540,2.08352e+10
T1806,14:23:12.500,93.675,22250,93.775,93.675,3,93.68,19,46542,2.08371e+10
T1806,14:23:13.0,93.675,22254,93.775,93.67,4,93.675,25,46541,2.08409e+10
T1806,14:23:13.500,93.67,22264,93.775,93.665,25,93.67,2,46536,2.08502e+10
T1806,14:23:14.0,93.67,22266,93.775,93.665,22,93.67,2,46536,2.08521e+10
T1806,14:23:14.500,93.675,22271,93.775,93.665,22,93.67,1,46536,2.08568e+10
T1806,14:23:15.0,93.67,22280,93.775,93.67,2,93.675,11,46538,2.08652e+10
T1806,14:23:15.500,93.67,22290,93.775,93.67,2,93.675,11,46533,2.08746e+10
T1806,14:23:16.0,93.67,22297,93.775,93.67,2,93.675,11,46534,2.08811e+10
T1806,14:23:16.500,93.67,22300,93.775,93.67,1,93.675,11,46536,2.0884e+10
T1806,14:23:17.0,93.67,22302,93.775,93.665,26,93.67,3,46537,2.08858e+10
T1806,14:23:17.500,93.67,22303,93.775,93.665,27,93.67,2,46538,2.08868e+10
T1806,14:23:18.0,93.67,22307,93.775,93.67,17,93.675,11,46540,2.08905e+10
T1806,14:23:18.500,93.67,22321,93.775,93.67,3,93.675,12,46537,2.09036e+10
T1806,14:23:19.0,93.665,22325,93.775,93.665,25,93.67,14,46534,2.09074e+10
T1806,14:23:19.500,93.67,22326,93.775,93.665,25,93.67,6,46533,2.09083e+10
T1806,14:23:20.0,93.67,22328,93.775,93.665,25,93.67,5,46532,2.09102e+10
T1806,14:23:20.500,93.67,22334,93.775,93.67,20,93.675,9,46530,2.09158e+10
T1806,14:23:21.0,93.67,22334,93.775,93.67,20,93.675,10,46530,2.09158e+10
T1806,14:23:21.500,93.67,22334,93.775,93.67,21,93.675,10,46530,2.09158e+10
T1806,14:23:22.0,93.67,22334,93.775,93.67,21,93.675,10,46530,2.09158e+10
T1806,14:23:22.500,93.675,22346,93.775,93.675,2,93.68,20,46519,2.0927e+10
T1806,14:23:23.0,93.675,22349,93.775,93.67,22,93.675,3,46519,2.09299e+10
T1806,14:23:23.500,93.67,22362,93.775,93.67,12,93.675,1,46512,2.0942e+10
T1806,14:23:24.0,93.67,22364,93.775,93.67,22,93.675,6,46512,2.09439e+10
T1806,14:23:24.500,93.67,22364,93.775,93.67,27,93.675,6,46512,2.09439e+10
T1806,14:23:25.0,93.67,22364,93.775,93.67,34,93.675,8,46512,2.09439e+10
T1806,14:23:25.500,93.67,22365,93.775,93.67,33,93.675,4,46512,2.09448e+10
T1806,14:23:26.0,93.675,22371,93.775,93.675,3,93.68,20,46512,2.09505e+10
T1806,14:23:26.500,93.675,22374,93.775,93.675,9,93.68,21,46511,2.09533e+10
T1806,14:23:27.0,93.675,22374,93.775,93.675,10,93.68,21,46511,2.09533e+10
T1806,14:23:27.500,93.68,22375,93.775,93.675,10,93.68,20,46511,2.09542e+10
T1806,14:23:28.0,93.675,22376,93.775,93.675,9,93.68,20,46512,2.09551e+10
T1806,14:23:28.500,93.68,22377,93.775,93.675,9,93.68,20,46512,2.09561e+10
T1806,14:23:29.0,93.68,22398,93.775,93.68,6,93.685,28,46504,2.09758e+10
T1806,14:23:29.500,93.675,22407,93.775,93.675,3,93.68,1,46498,2.09842e+10
T1806,14:23:30.0,93.675,22413,93.775,93.675,5,93.68,6,46493,2.09898e+10
T1806,14:23:30.500,93.68,22417,93.775,93.675,3,93.68,9,46493,2.09936e+10
T1806,14:23:31.0,93.675,22418,93.775,93.675,2,93.68,12,46493,2.09945e+10
T1806,14:23:31.500,93.675,22420,93.775,93.67,30,93.675,1,46492,2.09964e+10
T1806,14:23:32.0,93.675,22421,93.775,93.675,2,93.68,13,46491,2.09973e+10
T1806,14:23:32.500,93.675,22421,93.775,93.675,1,93.68,15,46491,2.09973e+10
T1806,14:23:33.0,93.675,22427,93.775,93.67,30,93.675,1,46492,2.10029e+10
T1806,14:23:33.500,93.68,22430,93.775,93.675,6,93.68,12,46490,2.10057e+10
T1806,14:23:34.0,93.68,22430,93.775,93.675,4,93.68,13,46490,2.10057e+10
T1806,14:23:34.500,93.68,22430,93.775,93.675,7,93.68,13,46490,2.10057e+10
T1806,14:23:35.0,93.68,22430,93.775,93.675,8,93.68,13,46490,2.10057e+10
T1806,14:23:35.500,93.68,22441,93.775,93.675,8,93.68,2,46494,2.1016e+10
T1806,14:23:36.0,93.68,22444,93.775,93.68,2,93.685,18,46494,2.10189e+10
T1806,14:23:36.500,93.68,22444,93.775,93.675,6,93.68,5,46494,2.10189e+10
T1806,14:23:37.0,93.68,22444,93.775,93.675,6,93.68,6,46494,2.10189e+10
T1806,14:23:37.500,93.68,22445,93.775,93.675,8,93.68,7,46495,2.10198e+10
T1806,14:23:38.0,93.68,22449,93.775,93.675,9,93.68,5,46495,2.10235e+10
T1806,14:23:38.500,93.68,22449,93.775,93.675,10,93.68,6,46495,2.10235e+10
T1806,14:23:39.0,93.68,22449,93.775,93.675,11,93.68,12,46495,2.10235e+10
T1806,14:23:39.500,93.68,22449,93.775,93.675,11,93.68,12,46495,2.10235e+10
T1806,14:23:40.0,93.68,22450,93.775,93.675,15,93.68,11,46494,2.10245e+10
T1806,14:23:40.500,93.68,22450,93.775,93.675,15,93.68,11,46494,2.10245e+10
T1806,14:23:41.0,93.68,22450,93.775,93.675,15,93.68,11,46494,2.10245e+10
T1806,14:23:41.500,93.68,22461,93.775,93.68,19,93.685,24,46490,2.10348e+10
T1806,14:23:42.0,93.68,22471,93.775,93.68,17,93.685,17,46488,2.10441e+10
T1806,14:23:42.500,93.685,22488,93.775,93.685,9,93.69,19,46488,2.10601e+10
T1806,14:23:43.0,93.69,22495,93.775,93.685,7,93.69,17,46487,2.10666e+10
T1806,14:23:43.500,93.69,22495,93.775,93.685,7,93.69,17,46487,2.10666e+10
T1806,14:23:44.0,93.69,22496,93.775,93.685,7,93.69,18,46487,2.10676e+10
T1806,14:23:44.500,93.69,22497,93.775,93.685,7,93.69,17,46487,2.10685e+10
T1806,14:23:45.0,93.685,22501,93.775,93.685,6,93.69,16,46484,2.10723e+10
T1806,14:23:45.500,93.69,22505,93.775,93.685,5,93.69,13,46485,2.1076e+10
T1806,14:23:46.0,93.685,22510,93.775,93.68,17,93.685,1,46488,2.10807e+10
T1806,14:23:46.500,93.685,22511,93.775,93.68,18,93.685,2,46489,2.10816e+10
T1806,14:23:47.0,93.685,22511,93.775,93.68,18,93.685,3,46489,2.10816e+10
T1806,14:23:47.500,93.685,22513,93.775,93.68,18,93.685,2,46490,2.10835e+10
T1806,14:23:48.0,93.685,22513,93.775,93.68,25,93.685,2,46490,2.10835e+10
T1806,14:23:48.500,93.685,22575,93.775,93.685,1,93.695,1,46476,2.11416e+10
T1806,14:23:49.0,93.685,22575,93.775,93.685,9,93.695,14,46476,2.11416e+10
T1806,14:23:49.500,93.69,22590,93.775,93.69,1,93.7,127,46471,2.11556e+10
T1806,14:23:50.0,93.69,22596,93.775,93.69,1,93.695,6,46469,2.11613e+10
T1806,14:23:50.500,93.69,22597,93.775,93.69,1,93.695,8,46468,2.11622e+10
T1806,14:23:51.0,93.695,22606,93.775,93.695,2,93.7,126,46474,2.11706e+10
T1806,14:23:51.500,93.695,22611,93.775,93.69,3,93.695,7,46474,2.11753e+10
T1806,14:23:52.0,93.695,22611,93.775,93.69,8,93.695,4,46474,2.11753e+10
